# index  t_day  tau(t)  Ncum
8.730000000000000000e+02 6.576296296296296084e+00 8.600178141514516028e+02 8.730000000000000000e+02
8.740000000000000000e+02 6.578125000000000000e+00 8.606097273665768626e+02 8.740000000000000000e+02
8.750000000000000000e+02 6.579803240740740300e+00 8.610406306499057791e+02 8.750000000000000000e+02
8.760000000000000000e+02 6.580312499999998899e+00 8.611625781611490993e+02 8.760000000000000000e+02
8.770000000000000000e+02 6.581377314814814916e+00 8.614124643354721229e+02 8.770000000000000000e+02
8.780000000000000000e+02 6.582372685185185368e+00 8.616375976463816642e+02 8.780000000000000000e+02
8.790000000000000000e+02 6.588263888888889142e+00 8.628953218540516446e+02 8.790000000000000000e+02
8.800000000000000000e+02 6.592939814814815058e+00 8.637786456292642470e+02 8.800000000000000000e+02
8.810000000000000000e+02 6.598541666666666750e+00 8.659123695789762678e+02 8.810000000000000000e+02
8.820000000000000000e+02 6.598645833333334210e+00 8.659423957042220081e+02 8.820000000000000000e+02
8.830000000000000000e+02 6.598923611111111143e+00 8.660245632834195249e+02 8.830000000000000000e+02
8.840000000000000000e+02 6.599490740740741046e+00 8.662167791289155048e+02 8.840000000000000000e+02
8.850000000000000000e+02 6.600335648148147882e+00 8.664815410044268447e+02 8.850000000000000000e+02
8.860000000000000000e+02 6.601782407407407405e+00 8.668998964038004260e+02 8.860000000000000000e+02
8.870000000000000000e+02 6.601863425925926343e+00 8.669227046280543618e+02 8.870000000000000000e+02
8.880000000000000000e+02 6.607303240740741046e+00 8.682851708642263020e+02 8.880000000000000000e+02
8.890000000000000000e+02 6.610706018518518690e+00 8.690407763823993719e+02 8.890000000000000000e+02
8.900000000000000000e+02 6.612627314814814916e+00 8.704996049348673068e+02 8.900000000000000000e+02
8.910000000000000000e+02 6.613877314814814667e+00 8.711382056331256081e+02 8.910000000000000000e+02
8.920000000000000000e+02 6.614652777777778603e+00 8.714994832307830848e+02 8.920000000000000000e+02
8.930000000000000000e+02 6.617905092592592631e+00 8.727769465626049623e+02 8.930000000000000000e+02
8.940000000000000000e+02 6.626076388888888502e+00 8.754825504542441195e+02 8.940000000000000000e+02
8.950000000000000000e+02 6.627685185185184125e+00 8.759386985916004278e+02 8.950000000000000000e+02
8.960000000000000000e+02 6.646423611111112351e+00 8.802840824443285328e+02 8.960000000000000000e+02
8.970000000000000000e+02 6.649201388888888786e+00 8.809041554007586683e+02 8.970000000000000000e+02
8.980000000000000000e+02 6.671967592592591423e+00 8.851569090439102183e+02 8.980000000000000000e+02
8.990000000000000000e+02 6.689085648148147101e+00 8.880126277858021240e+02 8.990000000000000000e+02
9.000000000000000000e+02 6.697905092592592702e+00 8.894064240754024695e+02 9.000000000000000000e+02
9.010000000000000000e+02 6.701053240740741046e+00 8.899054641977161282e+02 9.010000000000000000e+02
9.020000000000000000e+02 6.709872685185185759e+00 8.912256698162609609e+02 9.020000000000000000e+02
9.030000000000000000e+02 6.712581018518518405e+00 8.916240541777374347e+02 9.030000000000000000e+02
9.040000000000000000e+02 6.713854166666666679e+00 8.918198757545135322e+02 9.040000000000000000e+02
9.050000000000000000e+02 6.726284722222223067e+00 8.936072288066031888e+02 9.050000000000000000e+02
9.060000000000000000e+02 6.728437500000000959e+00 8.939405289015281824e+02 9.060000000000000000e+02
9.070000000000000000e+02 6.729768518518518761e+00 8.941399427368598936e+02 9.070000000000000000e+02
9.080000000000000000e+02 6.744490740740740620e+00 8.961569963040028597e+02 9.080000000000000000e+02
9.090000000000000000e+02 6.761921296296296902e+00 8.985566056861571269e+02 9.090000000000000000e+02
9.100000000000000000e+02 6.763599537037038090e+00 8.987931647965701814e+02 9.100000000000000000e+02
9.110000000000000000e+02 6.763657407407408506e+00 8.988028435314920443e+02 9.110000000000000000e+02
9.120000000000000000e+02 6.779374999999999929e+00 9.009161224789679636e+02 9.120000000000000000e+02
9.130000000000000000e+02 6.786562499999999609e+00 9.018145028861215451e+02 9.130000000000000000e+02
9.140000000000000000e+02 6.797418981481481381e+00 9.031334068538685642e+02 9.140000000000000000e+02
9.150000000000000000e+02 6.798379629629629939e+00 9.032531534557845134e+02 9.150000000000000000e+02
9.160000000000000000e+02 6.808599537037037130e+00 9.048944270397096261e+02 9.160000000000000000e+02
9.170000000000000000e+02 6.815254629629628802e+00 9.058005720756816572e+02 9.170000000000000000e+02
9.180000000000000000e+02 6.841030092592592204e+00 9.089912553570413820e+02 9.180000000000000000e+02
9.190000000000000000e+02 6.850532407407406765e+00 9.100712758332915655e+02 9.190000000000000000e+02
9.200000000000000000e+02 6.858599537037036065e+00 9.109675944553355293e+02 9.200000000000000000e+02
9.210000000000000000e+02 6.858877314814815662e+00 9.110003140490410942e+02 9.210000000000000000e+02
9.220000000000000000e+02 6.897303240740741082e+00 9.150109712079806741e+02 9.220000000000000000e+02
9.230000000000000000e+02 6.898125000000001172e+00 9.150956399358854014e+02 9.230000000000000000e+02
9.240000000000000000e+02 6.899930555555555678e+00 9.153298794804173895e+02 9.240000000000000000e+02
9.250000000000000000e+02 6.900150462962963083e+00 9.153576084046985670e+02 9.250000000000000000e+02
9.260000000000000000e+02 6.905474537037036953e+00 9.159742653055078563e+02 9.260000000000000000e+02
9.270000000000000000e+02 6.924571759259259274e+00 9.179310614510950472e+02 9.270000000000000000e+02
9.280000000000000000e+02 6.925358796296295694e+00 9.180673371873327824e+02 9.280000000000000000e+02
9.290000000000000000e+02 6.930416666666666892e+00 9.187202829567361277e+02 9.290000000000000000e+02
9.300000000000000000e+02 6.937407407407407689e+00 9.195363188262474523e+02 9.300000000000000000e+02
9.310000000000000000e+02 6.940023148148148913e+00 9.198271954689764698e+02 9.310000000000000000e+02
9.320000000000000000e+02 6.941759259259260517e+00 9.200319725107002569e+02 9.320000000000000000e+02
9.330000000000000000e+02 6.947638888888889142e+00 9.206800312239361119e+02 9.330000000000000000e+02
9.340000000000000000e+02 6.948761574074073799e+00 9.208048782582059175e+02 9.340000000000000000e+02
9.350000000000000000e+02 6.951319444444444606e+00 9.211317986499605013e+02 9.350000000000000000e+02
9.360000000000000000e+02 6.954328703703704484e+00 9.214880852844289620e+02 9.360000000000000000e+02
9.370000000000000000e+02 6.958668981481481275e+00 9.219831299975846832e+02 9.370000000000000000e+02
9.380000000000000000e+02 6.972731481481480920e+00 9.234567748421375200e+02 9.380000000000000000e+02
9.390000000000000000e+02 6.978969907407407192e+00 9.241043840675963565e+02 9.390000000000000000e+02
9.400000000000000000e+02 6.979409722222222001e+00 9.241519365300011941e+02 9.400000000000000000e+02
9.410000000000000000e+02 6.995810185185184160e+00 9.258345366968105736e+02 9.410000000000000000e+02
9.420000000000000000e+02 7.014942129629629264e+00 9.280625718644269000e+02 9.420000000000000000e+02
9.430000000000000000e+02 7.016493055555554470e+00 9.282445321506872915e+02 9.430000000000000000e+02
9.440000000000000000e+02 7.022870370370370097e+00 9.289488588505221287e+02 9.440000000000000000e+02
9.450000000000000000e+02 7.022962962962962408e+00 9.289593153764973295e+02 9.450000000000000000e+02
9.460000000000000000e+02 7.032233796296296191e+00 9.299414689841004247e+02 9.460000000000000000e+02
9.470000000000000000e+02 7.035150462962962870e+00 9.302540750582199962e+02 9.470000000000000000e+02
9.480000000000000000e+02 7.036331018518519720e+00 9.303811925348554723e+02 9.480000000000000000e+02
9.490000000000000000e+02 7.040960648148148593e+00 9.308747947017184288e+02 9.490000000000000000e+02
9.500000000000000000e+02 7.060231481481481275e+00 9.327451740421363411e+02 9.500000000000000000e+02
9.510000000000000000e+02 7.084710648148148771e+00 9.349506754500155239e+02 9.510000000000000000e+02
9.520000000000000000e+02 7.090486111111110823e+00 9.355253703901478275e+02 9.520000000000000000e+02
9.530000000000000000e+02 7.098981481481481559e+00 9.363325388465150354e+02 9.530000000000000000e+02
9.540000000000000000e+02 7.110428240740740868e+00 9.373944047367587018e+02 9.540000000000000000e+02
9.550000000000000000e+02 7.110578703703703596e+00 9.374091700178073552e+02 9.550000000000000000e+02
9.560000000000000000e+02 7.117291666666666572e+00 9.380417741864769141e+02 9.560000000000000000e+02
9.570000000000000000e+02 7.147361111111113274e+00 9.406320878540532249e+02 9.570000000000000000e+02
9.580000000000000000e+02 7.159293981481482660e+00 9.416308590488038135e+02 9.580000000000000000e+02
9.590000000000000000e+02 7.175879629629629441e+00 9.430897147349278384e+02 9.590000000000000000e+02
9.600000000000000000e+02 7.209675925925925988e+00 9.457909757398263082e+02 9.600000000000000000e+02
9.610000000000000000e+02 7.238935185185184196e+00 9.480355235759494690e+02 9.610000000000000000e+02
9.620000000000000000e+02 7.241111111111110610e+00 9.482051119611357990e+02 9.620000000000000000e+02
9.630000000000000000e+02 7.267754629629629370e+00 9.502631095240492414e+02 9.630000000000000000e+02
9.640000000000000000e+02 7.325787037037037486e+00 9.544615818801273690e+02 9.640000000000000000e+02
9.650000000000000000e+02 7.330243055555555998e+00 9.547815789747504596e+02 9.650000000000000000e+02
9.660000000000000000e+02 7.334259259259259700e+00 9.552095822712078643e+02 9.660000000000000000e+02
9.670000000000000000e+02 7.345046296296295907e+00 9.561044230923278064e+02 9.670000000000000000e+02
9.680000000000000000e+02 7.361180555555556282e+00 9.573198339768857750e+02 9.680000000000000000e+02
9.690000000000000000e+02 7.432835648148148344e+00 9.622072557483354558e+02 9.690000000000000000e+02
9.700000000000000000e+02 7.436597222222222747e+00 9.624724886917804270e+02 9.700000000000000000e+02
9.710000000000000000e+02 7.475173611111110894e+00 9.653136256874699939e+02 9.710000000000000000e+02
9.720000000000000000e+02 7.484652777777777821e+00 9.659597450380406372e+02 9.720000000000000000e+02
9.730000000000000000e+02 7.487627314814814916e+00 9.661727436636581388e+02 9.730000000000000000e+02
9.740000000000000000e+02 7.500543981481481381e+00 9.670506677549361711e+02 9.740000000000000000e+02
9.750000000000000000e+02 7.516319444444444109e+00 9.681411723812827859e+02 9.750000000000000000e+02
9.760000000000000000e+02 7.523379629629629584e+00 9.686218465761950256e+02 9.760000000000000000e+02
9.770000000000000000e+02 7.530740740740739625e+00 9.692636316313432872e+02 9.770000000000000000e+02
9.780000000000000000e+02 7.554918981481481666e+00 9.709581489694967331e+02 9.780000000000000000e+02
9.790000000000000000e+02 7.557511574074073479e+00 9.711371087522959442e+02 9.790000000000000000e+02
9.800000000000000000e+02 7.557546296296296262e+00 9.711468313649738775e+02 9.800000000000000000e+02
9.810000000000000000e+02 7.557581018518517268e+00 9.711589688969443159e+02 9.810000000000000000e+02
9.820000000000000000e+02 7.587581018518518405e+00 9.745564574072808455e+02 9.820000000000000000e+02
9.830000000000000000e+02 7.603923611111111036e+00 9.760488706382059263e+02 9.830000000000000000e+02
9.840000000000000000e+02 7.645937499999999609e+00 9.792949465430957616e+02 9.840000000000000000e+02
9.850000000000000000e+02 7.651956018518518476e+00 9.797561538995397541e+02 9.850000000000000000e+02
9.860000000000000000e+02 7.652141203703703098e+00 9.797716284288303541e+02 9.860000000000000000e+02
9.870000000000000000e+02 7.668206018518517908e+00 9.809584208830819989e+02 9.870000000000000000e+02
9.880000000000000000e+02 7.707430555555555785e+00 9.836273816260372769e+02 9.880000000000000000e+02
9.890000000000000000e+02 7.709351851851852011e+00 9.837608783972013953e+02 9.890000000000000000e+02
9.900000000000000000e+02 7.710798611111111533e+00 9.838650856121148536e+02 9.900000000000000000e+02
9.910000000000000000e+02 7.711041666666666572e+00 9.838863487451055789e+02 9.910000000000000000e+02
9.920000000000000000e+02 7.722662037037037130e+00 9.847317471882251994e+02 9.920000000000000000e+02
9.930000000000000000e+02 7.722986111111111107e+00 9.847649133145253018e+02 9.930000000000000000e+02
9.940000000000000000e+02 7.728194444444444144e+00 9.853191850855143912e+02 9.940000000000000000e+02
9.950000000000000000e+02 7.762106481481481524e+00 9.878194337411807737e+02 9.950000000000000000e+02
9.960000000000000000e+02 7.777731481481482412e+00 9.889488381937852637e+02 9.960000000000000000e+02
9.970000000000000000e+02 7.787291666666665613e+00 9.896294482906513394e+02 9.970000000000000000e+02
9.980000000000000000e+02 7.790798611111110716e+00 9.898779970017189953e+02 9.980000000000000000e+02
9.990000000000000000e+02 7.836458333333333748e+00 9.929207449612699747e+02 9.990000000000000000e+02
1.000000000000000000e+03 7.845543981481481133e+00 9.934997090299173124e+02 1.000000000000000000e+03
1.001000000000000000e+03 7.882604166666666856e+00 9.958106890502898523e+02 1.001000000000000000e+03
1.002000000000000000e+03 7.889444444444444038e+00 9.962866070911207999e+02 1.002000000000000000e+03
1.003000000000000000e+03 7.891863425925924602e+00 9.964571275366211012e+02 1.003000000000000000e+03
1.004000000000000000e+03 7.912025462962963829e+00 9.977434394515771601e+02 1.004000000000000000e+03
1.005000000000000000e+03 7.913391203703703525e+00 9.978492845473112993e+02 1.005000000000000000e+03
1.006000000000000000e+03 7.917546296296296582e+00 9.982230115931803311e+02 1.006000000000000000e+03
1.007000000000000000e+03 7.919849537037038090e+00 9.984045887063116425e+02 1.007000000000000000e+03
1.008000000000000000e+03 7.926099537037036846e+00 9.988619425590097762e+02 1.008000000000000000e+03
1.009000000000000000e+03 7.931956018518518725e+00 9.992782095236286750e+02 1.009000000000000000e+03
1.010000000000000000e+03 7.955532407407407192e+00 1.000822859766509282e+03 1.010000000000000000e+03
1.011000000000000000e+03 7.958622685185185119e+00 1.001111546528820782e+03 1.011000000000000000e+03
1.012000000000000000e+03 7.966296296296295765e+00 1.001692494214362569e+03 1.012000000000000000e+03
1.013000000000000000e+03 7.972500000000000142e+00 1.002139548298251270e+03 1.013000000000000000e+03
1.014000000000000000e+03 7.987152777777778212e+00 1.003170615298115990e+03 1.014000000000000000e+03
1.015000000000000000e+03 8.001250000000000639e+00 1.004089388878493878e+03 1.015000000000000000e+03
1.016000000000000000e+03 8.099166666666667069e+00 1.010042437390100304e+03 1.016000000000000000e+03
1.017000000000000000e+03 8.104687500000000711e+00 1.010371819984860849e+03 1.017000000000000000e+03
1.018000000000000000e+03 8.121608796296296617e+00 1.011383815432690199e+03 1.018000000000000000e+03
1.019000000000000000e+03 8.133981481481480813e+00 1.012163952879562430e+03 1.019000000000000000e+03
1.020000000000000000e+03 8.146469907407407618e+00 1.012906789572225080e+03 1.020000000000000000e+03
1.021000000000000000e+03 8.192569444444444571e+00 1.015570601592717253e+03 1.021000000000000000e+03
1.022000000000000000e+03 8.194733796296295836e+00 1.015696476929973642e+03 1.022000000000000000e+03
1.023000000000000000e+03 8.195833333333332860e+00 1.015765487382732999e+03 1.023000000000000000e+03
1.024000000000000000e+03 8.243726851851851833e+00 1.018418487162944075e+03 1.024000000000000000e+03
1.025000000000000000e+03 8.263298611111110858e+00 1.019646833577682287e+03 1.025000000000000000e+03
1.026000000000000000e+03 8.304560185185184906e+00 1.021985046329456850e+03 1.026000000000000000e+03
1.027000000000000000e+03 8.336458333333332860e+00 1.023686726667749781e+03 1.027000000000000000e+03
1.028000000000000000e+03 8.376018518518518974e+00 1.025741609311548700e+03 1.028000000000000000e+03
1.029000000000000000e+03 8.389155092592591956e+00 1.026424589710911732e+03 1.029000000000000000e+03
1.030000000000000000e+03 8.416412037037037663e+00 1.027816990050799632e+03 1.030000000000000000e+03
1.031000000000000000e+03 8.423564814814815449e+00 1.028208483615382193e+03 1.031000000000000000e+03
1.032000000000000000e+03 8.424641203703703951e+00 1.028268664410098154e+03 1.032000000000000000e+03
1.033000000000000000e+03 8.445081018518518334e+00 1.029338450615708780e+03 1.033000000000000000e+03
1.034000000000000000e+03 8.451597222222222427e+00 1.029681856828558239e+03 1.034000000000000000e+03
1.035000000000000000e+03 8.492673611111111853e+00 1.031740953783202713e+03 1.035000000000000000e+03
1.036000000000000000e+03 8.504398148148148096e+00 1.032327145841075662e+03 1.036000000000000000e+03
1.037000000000000000e+03 8.511678240740740975e+00 1.032750783694007623e+03 1.037000000000000000e+03
1.038000000000000000e+03 8.523657407407407405e+00 1.033387983384004428e+03 1.038000000000000000e+03
1.039000000000000000e+03 8.535219907407407547e+00 1.033986599964832294e+03 1.039000000000000000e+03
1.040000000000000000e+03 8.541365740740740620e+00 1.034332191518764375e+03 1.040000000000000000e+03
1.041000000000000000e+03 8.542187500000000711e+00 1.034379756093851256e+03 1.041000000000000000e+03
1.042000000000000000e+03 8.574837962962963189e+00 1.036057792558079200e+03 1.042000000000000000e+03
1.043000000000000000e+03 8.607523148148148451e+00 1.037716644832479005e+03 1.043000000000000000e+03
1.044000000000000000e+03 8.642951388888889142e+00 1.039449942100938642e+03 1.044000000000000000e+03
1.045000000000000000e+03 8.680289351851852686e+00 1.041234187637007381e+03 1.045000000000000000e+03
1.046000000000000000e+03 8.688032407407407121e+00 1.041627104149705247e+03 1.046000000000000000e+03
1.047000000000000000e+03 8.760347222222222285e+00 1.044970903458050543e+03 1.047000000000000000e+03
1.048000000000000000e+03 8.767743055555555998e+00 1.045348354479627005e+03 1.048000000000000000e+03
1.049000000000000000e+03 8.775023148148148877e+00 1.045712140283530744e+03 1.049000000000000000e+03
1.050000000000000000e+03 8.794120370370370310e+00 1.046650945615399223e+03 1.050000000000000000e+03
1.051000000000000000e+03 8.823310185185185617e+00 1.048085639540611282e+03 1.051000000000000000e+03
1.052000000000000000e+03 8.823715277777777644e+00 1.048221872118012698e+03 1.052000000000000000e+03
1.053000000000000000e+03 8.895543981481480955e+00 1.053301377654941916e+03 1.053000000000000000e+03
1.054000000000000000e+03 8.903240740740740122e+00 1.053732762050601195e+03 1.054000000000000000e+03
1.055000000000000000e+03 8.948541666666667282e+00 1.056083279482325452e+03 1.055000000000000000e+03
1.056000000000000000e+03 8.977430555555555358e+00 1.057521944043986196e+03 1.056000000000000000e+03
1.057000000000000000e+03 8.977465277777778141e+00 1.057524120706157191e+03 1.057000000000000000e+03
1.058000000000000000e+03 8.994386574074074048e+00 1.058450637983883553e+03 1.058000000000000000e+03
1.059000000000000000e+03 9.010636574074071703e+00 1.059289546664465661e+03 1.059000000000000000e+03
1.060000000000000000e+03 9.051053240740740691e+00 1.061307408772208873e+03 1.060000000000000000e+03
1.061000000000000000e+03 9.067534722222221788e+00 1.062102193136970072e+03 1.061000000000000000e+03
1.062000000000000000e+03 9.077812500000000284e+00 1.062615950582034657e+03 1.062000000000000000e+03
1.063000000000000000e+03 9.078333333333331367e+00 1.062755226873481206e+03 1.063000000000000000e+03
1.064000000000000000e+03 9.093553240740739341e+00 1.064250728745951619e+03 1.064000000000000000e+03
1.065000000000000000e+03 9.093877314814816870e+00 1.064499853435193245e+03 1.065000000000000000e+03
1.066000000000000000e+03 9.093935185185184622e+00 1.064540221214102530e+03 1.066000000000000000e+03
1.067000000000000000e+03 9.094155092592592027e+00 1.064686071722280758e+03 1.067000000000000000e+03
1.068000000000000000e+03 9.094224537037037592e+00 1.064728977898890662e+03 1.068000000000000000e+03
1.069000000000000000e+03 9.094930555555556850e+00 1.065100421243385426e+03 1.069000000000000000e+03
1.070000000000000000e+03 9.097824074074074119e+00 1.066074245532193117e+03 1.070000000000000000e+03
1.071000000000000000e+03 9.098240740740740407e+00 1.066186905362770631e+03 1.071000000000000000e+03
1.072000000000000000e+03 9.098958333333333925e+00 1.066375753903300392e+03 1.072000000000000000e+03
1.073000000000000000e+03 9.115081018518518263e+00 1.068989542916786149e+03 1.073000000000000000e+03
1.074000000000000000e+03 9.115706018518517695e+00 1.069097972130593462e+03 1.074000000000000000e+03
1.075000000000000000e+03 9.139525462962964752e+00 1.071752797696983180e+03 1.075000000000000000e+03
1.076000000000000000e+03 9.159537037037036811e+00 1.073488570103690108e+03 1.076000000000000000e+03
1.077000000000000000e+03 9.176006944444443647e+00 1.074796770427771889e+03 1.077000000000000000e+03
1.078000000000000000e+03 9.176863425925928297e+00 1.074979771319518250e+03 1.078000000000000000e+03
1.079000000000000000e+03 9.179004629629629264e+00 1.075303795927693955e+03 1.079000000000000000e+03
1.080000000000000000e+03 9.188622685185185546e+00 1.076322204227699558e+03 1.080000000000000000e+03
1.081000000000000000e+03 9.196898148148148877e+00 1.077059617980051826e+03 1.081000000000000000e+03
1.082000000000000000e+03 9.199699074074073835e+00 1.077323633318430893e+03 1.082000000000000000e+03
1.083000000000000000e+03 9.209756944444443150e+00 1.078176754091944531e+03 1.083000000000000000e+03
1.084000000000000000e+03 9.233553240740739909e+00 1.080016975586254830e+03 1.084000000000000000e+03
1.085000000000000000e+03 9.234131944444444073e+00 1.080066297023769948e+03 1.085000000000000000e+03
1.086000000000000000e+03 9.239317129629629477e+00 1.080486895971757576e+03 1.086000000000000000e+03
1.087000000000000000e+03 9.241747685185183414e+00 1.080679486039274025e+03 1.087000000000000000e+03
1.088000000000000000e+03 9.255300925925926236e+00 1.081681770798933030e+03 1.088000000000000000e+03
1.089000000000000000e+03 9.256898148148147598e+00 1.081816508702515875e+03 1.089000000000000000e+03
1.090000000000000000e+03 9.277199074074074403e+00 1.083269893742330169e+03 1.090000000000000000e+03
1.091000000000000000e+03 9.304652777777775441e+00 1.085077447327371374e+03 1.091000000000000000e+03
1.092000000000000000e+03 9.311099537037037521e+00 1.085498186169088513e+03 1.092000000000000000e+03
1.093000000000000000e+03 9.320914351851852686e+00 1.086137420456635937e+03 1.093000000000000000e+03
1.094000000000000000e+03 9.407916666666668704e+00 1.091242330651621160e+03 1.094000000000000000e+03
1.095000000000000000e+03 9.408090277777775512e+00 1.091254350186199872e+03 1.095000000000000000e+03
1.096000000000000000e+03 9.435821759259260588e+00 1.092864872859804791e+03 1.096000000000000000e+03
1.097000000000000000e+03 9.441122685185183272e+00 1.093182209282936128e+03 1.097000000000000000e+03
1.098000000000000000e+03 9.460486111111112706e+00 1.094273370310507744e+03 1.098000000000000000e+03
1.099000000000000000e+03 9.511770833333331510e+00 1.096997486351433963e+03 1.099000000000000000e+03
1.100000000000000000e+03 9.543703703703704022e+00 1.098645685634362053e+03 1.100000000000000000e+03
1.101000000000000000e+03 9.565439814814814312e+00 1.099772892181544194e+03 1.101000000000000000e+03
1.102000000000000000e+03 9.580439814814816657e+00 1.100564874211494725e+03 1.102000000000000000e+03
1.103000000000000000e+03 9.604293981481479392e+00 1.101791675239722053e+03 1.103000000000000000e+03
1.104000000000000000e+03 9.630520833333333641e+00 1.103103928776781686e+03 1.104000000000000000e+03
1.105000000000000000e+03 9.635196759259260446e+00 1.103343727418115122e+03 1.105000000000000000e+03
1.106000000000000000e+03 9.650300925925925810e+00 1.104147683918376515e+03 1.106000000000000000e+03
1.107000000000000000e+03 9.656967592592591743e+00 1.104515551458563095e+03 1.107000000000000000e+03
1.108000000000000000e+03 9.673194444444444429e+00 1.105453749157265975e+03 1.108000000000000000e+03
1.109000000000000000e+03 9.691724537037037734e+00 1.106415945432934222e+03 1.109000000000000000e+03
1.110000000000000000e+03 9.713391203703704235e+00 1.107506325803469053e+03 1.110000000000000000e+03
1.111000000000000000e+03 9.725428240740740193e+00 1.108178782141199690e+03 1.111000000000000000e+03
1.112000000000000000e+03 9.729259259259258386e+00 1.108435460424449502e+03 1.112000000000000000e+03
1.113000000000000000e+03 9.729548611111111356e+00 1.108457450011161882e+03 1.113000000000000000e+03
1.114000000000000000e+03 9.763796296296295196e+00 1.110437268685550862e+03 1.114000000000000000e+03
1.115000000000000000e+03 9.809282407407408755e+00 1.112745578990026161e+03 1.115000000000000000e+03
1.116000000000000000e+03 9.822303240740739128e+00 1.113424100737496701e+03 1.116000000000000000e+03
1.117000000000000000e+03 9.831493055555556637e+00 1.113940016578058021e+03 1.117000000000000000e+03
1.118000000000000000e+03 9.834965277777778070e+00 1.114127010046615851e+03 1.118000000000000000e+03
1.119000000000000000e+03 9.837488425925926094e+00 1.114282106912819017e+03 1.119000000000000000e+03
1.120000000000000000e+03 9.842337962962963260e+00 1.114558312458872933e+03 1.120000000000000000e+03
1.121000000000000000e+03 9.873912037037035461e+00 1.116272156825360526e+03 1.121000000000000000e+03
1.122000000000000000e+03 9.895995370370370026e+00 1.117470266546438779e+03 1.122000000000000000e+03
1.123000000000000000e+03 9.905219907407408542e+00 1.118001701580880990e+03 1.123000000000000000e+03
1.124000000000000000e+03 9.912777777777778354e+00 1.118409484011063796e+03 1.124000000000000000e+03
1.125000000000000000e+03 9.913877314814815378e+00 1.118479429810591682e+03 1.125000000000000000e+03
1.126000000000000000e+03 9.921412037037036669e+00 1.118916981572198893e+03 1.126000000000000000e+03
1.127000000000000000e+03 9.922337962962963331e+00 1.118971756650780890e+03 1.127000000000000000e+03
1.128000000000000000e+03 9.944722222222221575e+00 1.120165522819748958e+03 1.128000000000000000e+03
1.129000000000000000e+03 9.993715277777777573e+00 1.122555975407816049e+03 1.129000000000000000e+03
1.130000000000000000e+03 1.001910879629629569e+01 1.123754590053794573e+03 1.130000000000000000e+03
1.131000000000000000e+03 1.002365740740740740e+01 1.123974894028367999e+03 1.131000000000000000e+03
1.132000000000000000e+03 1.004535879629629669e+01 1.125062639843481520e+03 1.132000000000000000e+03
1.133000000000000000e+03 1.007885416666666600e+01 1.126638951236830508e+03 1.133000000000000000e+03
1.134000000000000000e+03 1.012780092592592851e+01 1.128854619931899379e+03 1.134000000000000000e+03
1.135000000000000000e+03 1.018406249999999957e+01 1.131390672379398211e+03 1.135000000000000000e+03
1.136000000000000000e+03 1.018431712962962976e+01 1.131418845841357097e+03 1.136000000000000000e+03
1.137000000000000000e+03 1.021366898148147939e+01 1.133052047445966309e+03 1.137000000000000000e+03
1.138000000000000000e+03 1.022607638888888815e+01 1.133671059321800612e+03 1.138000000000000000e+03
1.139000000000000000e+03 1.023333333333333250e+01 1.134024200638189313e+03 1.139000000000000000e+03
1.140000000000000000e+03 1.024895833333333250e+01 1.134766313690489596e+03 1.140000000000000000e+03
1.141000000000000000e+03 1.024984953703703638e+01 1.134811425559646977e+03 1.141000000000000000e+03
1.142000000000000000e+03 1.026730324074073941e+01 1.135667044134825801e+03 1.142000000000000000e+03
1.143000000000000000e+03 1.032788194444444407e+01 1.138374944840854823e+03 1.143000000000000000e+03
1.144000000000000000e+03 1.036664351851852039e+01 1.140059015948382012e+03 1.144000000000000000e+03
1.145000000000000000e+03 1.040040509259259238e+01 1.141608162463815916e+03 1.145000000000000000e+03
1.146000000000000000e+03 1.049788194444444400e+01 1.145679369659469558e+03 1.146000000000000000e+03
1.147000000000000000e+03 1.055237268518518334e+01 1.147867830473108370e+03 1.147000000000000000e+03
1.148000000000000000e+03 1.059574074074073913e+01 1.149661332938172336e+03 1.148000000000000000e+03
1.149000000000000000e+03 1.060716435185185169e+01 1.150131115784388157e+03 1.149000000000000000e+03
1.150000000000000000e+03 1.064218750000000036e+01 1.151549079281845479e+03 1.150000000000000000e+03
1.151000000000000000e+03 1.064468749999999986e+01 1.151664014740085804e+03 1.151000000000000000e+03
1.152000000000000000e+03 1.064968750000000064e+01 1.151889742461733022e+03 1.152000000000000000e+03
1.153000000000000000e+03 1.069305555555555642e+01 1.153703182817703691e+03 1.153000000000000000e+03
1.154000000000000000e+03 1.074037037037037123e+01 1.155566035211956660e+03 1.154000000000000000e+03
1.155000000000000000e+03 1.074371527777777757e+01 1.155704734489512475e+03 1.155000000000000000e+03
1.156000000000000000e+03 1.078063657407407661e+01 1.157219188729118741e+03 1.156000000000000000e+03
1.157000000000000000e+03 1.079520833333333130e+01 1.157838655350043382e+03 1.157000000000000000e+03
1.158000000000000000e+03 1.079719907407407398e+01 1.157939606677976599e+03 1.158000000000000000e+03
1.159000000000000000e+03 1.082248842592592553e+01 1.159032730366651776e+03 1.159000000000000000e+03
1.160000000000000000e+03 1.084511574074073970e+01 1.159957711550708154e+03 1.160000000000000000e+03
1.161000000000000000e+03 1.084944444444444400e+01 1.160142760056015732e+03 1.161000000000000000e+03
1.162000000000000000e+03 1.085109953703703667e+01 1.160277599123815207e+03 1.162000000000000000e+03
1.163000000000000000e+03 1.086008101851851926e+01 1.160798956674375177e+03 1.163000000000000000e+03
